Seniority;Home;Time;Age;Marital;Records;Job;Expenses;Income;Assets;Debt;Amount;Price;Status
1.0;1.0;60.0;23.0;1.0;1.0;0.0;35.0;100.0;0.0;0.0;1500.0;2610.0;0
13.0;1.0;60.0;54.0;0.0;1.0;0.0;57.0;120.0;0.0;0.0;1000.0;1257.0;1
1.0;1.0;12.0;22.0;1.0;1.0;1.0;35.0;60.0;0.0;0.0;100.0;600.0;1
1.0;1.0;48.0;46.0;0.0;1.0;0.0;103.0;125.0;1500.0;0.0;1100.0;1408.0;0
19.0;0.0;12.0;42.0;0.0;1.0;0.0;90.0;464.0;5000.0;0.0;1100.0;2413.0;1
5.0;1.0;60.0;45.0;0.0;2.0;0.0;35.0;176.0;0.0;0.0;1000.0;1388.0;1
19.0;1.0;60.0;49.0;1.0;1.0;0.0;35.0;90.0;0.0;0.0;1600.0;1636.0;1
8.0;0.0;60.0;28.0;0.0;1.0;1.0;60.0;200.0;9000.0;0.0;750.0;850.0;1
1.0;1.0;24.0;22.0;1.0;1.0;0.0;35.0;415.0;0.0;0.0;700.0;1757.0;1
11.0;0.0;60.0;27.0;0.0;1.0;0.0;45.0;318.0;8000.0;3300.0;1350.0;1600.0;1
6.0;0.0;18.0;33.0;1.0;1.0;0.0;35.0;163.0;6000.0;0.0;1200.0;2022.0;1
4.0;1.0;60.0;52.0;0.0;1.0;0.0;97.0;72.0;0.0;0.0;1200.0;1200.0;0
2.0;0.0;60.0;34.0;0.0;1.0;0.0;45.0;156.0;5000.0;198.0;1550.0;1550.0;1
0.0;0.0;36.0;43.0;1.0;1.0;1.0;35.0;49.0;2000.0;0.0;400.0;710.0;0
8.0;0.0;60.0;40.0;0.0;1.0;0.0;75.0;110.0;3000.0;0.0;950.0;1286.0;1
3.0;0.0;60.0;31.0;0.0;1.0;0.0;45.0;140.0;5500.0;1200.0;900.0;1400.0;1
2.0;0.0;36.0;31.0;0.0;1.0;1.0;60.0;92.0;2500.0;850.0;600.0;1638.0;1
4.0;1.0;60.0;27.0;1.0;2.0;1.0;35.0;0.0;0.0;0.0;1700.0;1700.0;0
6.0;0.0;24.0;42.0;0.0;1.0;1.0;60.0;145.0;3000.0;0.0;500.0;1850.0;1
2.0;1.0;60.0;35.0;0.0;1.0;0.0;75.0;104.0;0.0;0.0;1200.0;1677.0;1
4.0;0.0;36.0;42.0;0.0;2.0;1.0;75.0;400.0;12000.0;0.0;1500.0;1900.0;1
0.0;0.0;48.0;24.0;0.0;1.0;1.0;45.0;95.0;5000.0;0.0;1000.0;1601.0;1
5.0;0.0;6.0;31.0;0.0;1.0;1.0;60.0;150.0;5000.0;0.0;300.0;1200.0;1
1.0;1.0;12.0;53.0;1.0;1.0;0.0;35.0;160.0;0.0;0.0;250.0;1456.0;1
14.0;0.0;60.0;59.0;0.0;1.0;0.0;60.0;177.0;10000.0;0.0;1450.0;1456.0;1
12.0;0.0;48.0;38.0;0.0;1.0;0.0;60.0;85.0;3000.0;0.0;500.0;960.0;1
6.0;1.0;36.0;49.0;0.0;2.0;1.0;113.0;380.0;0.0;0.0;1000.0;1337.0;0
13.0;0.0;60.0;42.0;0.0;1.0;0.0;60.0;107.0;4000.0;0.0;1000.0;1359.0;1
0.0;0.0;36.0;54.0;0.0;1.0;1.0;45.0;134.0;2500.0;0.0;625.0;801.0;1
2.0;1.0;60.0;24.0;1.0;1.0;0.0;35.0;0.0;0.0;0.0;850.0;989.0;0
21.0;1.0;60.0;39.0;0.0;1.0;0.0;124.0;191.0;2000.0;0.0;2000.0;2536.0;1
0.0;0.0;60.0;48.0;0.0;1.0;1.0;75.0;100.0;7000.0;0.0;1000.0;1129.0;0
2.0;1.0;36.0;20.0;1.0;1.0;0.0;35.0;110.0;0.0;0.0;500.0;1314.0;1
5.0;1.0;48.0;32.0;0.0;2.0;0.0;45.0;225.0;0.0;0.0;1000.0;1812.0;0
15.0;1.0;60.0;51.0;0.0;2.0;0.0;60.0;100.0;0.0;0.0;300.0;1742.0;1
35.0;0.0;48.0;54.0;0.0;1.0;0.0;60.0;217.0;5000.0;0.0;1250.0;1455.0;1
3.0;1.0;36.0;40.0;0.0;2.0;0.0;75.0;176.0;0.0;0.0;950.0;1150.0;0
3.0;0.0;24.0;29.0;0.0;1.0;0.0;45.0;254.0;6000.0;800.0;500.0;1900.0;1
3.0;1.0;60.0;27.0;0.0;1.0;0.0;90.0;126.0;4000.0;0.0;1400.0;1800.0;0
0.0;0.0;60.0;57.0;0.0;1.0;1.0;45.0;200.0;3500.0;0.0;950.0;1070.0;1
1.0;1.0;60.0;36.0;0.0;1.0;0.0;60.0;101.0;0.0;0.0;850.0;1098.0;0
10.0;1.0;60.0;31.0;0.0;1.0;0.0;60.0;119.0;0.0;0.0;1600.0;1750.0;0
0.0;0.0;48.0;22.0;1.0;1.0;0.0;35.0;152.0;4000.0;0.0;1210.0;1325.0;1
0.0;1.0;48.0;40.0;0.0;1.0;1.0;90.0;113.0;3500.0;0.0;600.0;710.0;0
18.0;1.0;36.0;54.0;0.0;1.0;0.0;75.0;119.0;0.0;0.0;300.0;1268.0;1
0.0;1.0;60.0;39.0;1.0;2.0;0.0;35.0;0.0;0.0;0.0;2350.0;2679.0;0
8.0;1.0;60.0;26.0;1.0;1.0;1.0;35.0;75.0;7000.0;0.0;850.0;989.0;1
21.0;1.0;60.0;36.0;0.0;1.0;0.0;83.0;80.0;0.0;0.0;1220.0;1505.0;1
0.0;1.0;36.0;22.0;0.0;1.0;1.0;60.0;137.0;0.0;0.0;700.0;900.0;0
4.0;1.0;36.0;26.0;0.0;1.0;0.0;45.0;107.0;3000.0;0.0;700.0;700.0;1
5.0;0.0;60.0;36.0;0.0;1.0;1.0;90.0;62.0;3000.0;0.0;650.0;1295.0;0
5.0;0.0;60.0;36.0;0.0;1.0;1.0;90.0;62.0;3000.0;0.0;650.0;1295.0;0
19.0;1.0;60.0;37.0;0.0;2.0;0.0;88.0;125.0;0.0;0.0;750.0;970.0;1
4.0;1.0;60.0;28.0;0.0;1.0;0.0;79.0;190.0;4000.0;0.0;1250.0;1250.0;0
12.0;0.0;24.0;56.0;0.0;2.0;0.0;60.0;124.0;1000.0;0.0;500.0;1495.0;1
3.0;0.0;36.0;35.0;0.0;2.0;1.0;60.0;144.0;3000.0;0.0;475.0;690.0;0
0.0;0.0;60.0;31.0;0.0;2.0;0.0;45.0;184.0;3500.0;0.0;1550.0;1679.0;0
5.0;1.0;24.0;26.0;1.0;1.0;1.0;35.0;100.0;0.0;0.0;800.0;2450.0;1
10.0;0.0;12.0;34.0;0.0;1.0;0.0;75.0;80.0;4500.0;3500.0;300.0;1600.0;1
2.0;1.0;60.0;36.0;0.0;1.0;0.0;58.0;129.0;0.0;0.0;1125.0;1575.0;1
3.0;0.0;24.0;29.0;0.0;1.0;0.0;60.0;225.0;9000.0;0.0;600.0;980.0;1
13.0;0.0;48.0;33.0;0.0;1.0;0.0;75.0;191.0;8000.0;2000.0;1400.0;1602.0;1
2.0;1.0;24.0;28.0;0.0;1.0;0.0;75.0;150.0;0.0;0.0;512.0;1255.0;1
5.0;1.0;60.0;24.0;0.0;1.0;0.0;45.0;127.0;2000.0;0.0;1000.0;1282.0;1
43.0;0.0;60.0;57.0;0.0;2.0;0.0;45.0;283.0;8000.0;0.0;900.0;1168.0;0
15.0;1.0;60.0;34.0;1.0;1.0;0.0;45.0;195.0;17000.0;0.0;1200.0;1200.0;1
2.0;0.0;36.0;38.0;0.0;1.0;0.0;45.0;114.0;3600.0;0.0;650.0;1100.0;1
0.0;1.0;60.0;29.0;1.0;1.0;0.0;35.0;0.0;0.0;0.0;1550.0;1700.0;1
0.0;1.0;60.0;36.0;0.0;2.0;0.0;85.0;100.0;0.0;0.0;1100.0;1256.0;0
0.0;1.0;36.0;29.0;1.0;1.0;1.0;46.0;113.0;0.0;0.0;1100.0;1110.0;1
9.0;0.0;60.0;47.0;0.0;1.0;1.0;75.0;178.0;50000.0;0.0;1850.0;1852.0;1
15.0;0.0;48.0;53.0;0.0;1.0;1.0;75.0;100.0;17000.0;0.0;500.0;1114.0;1
3.0;1.0;36.0;32.0;1.0;1.0;1.0;35.0;0.0;0.0;0.0;950.0;1350.0;0
10.0;0.0;60.0;34.0;0.0;2.0;0.0;60.0;310.0;3000.0;0.0;1600.0;1849.0;1
2.0;1.0;60.0;21.0;1.0;1.0;0.0;35.0;86.0;0.0;0.0;1400.0;1600.0;0
10.0;1.0;36.0;32.0;1.0;1.0;0.0;35.0;139.0;0.0;0.0;1100.0;2471.0;1
0.0;0.0;60.0;32.0;1.0;1.0;1.0;35.0;94.0;7500.0;0.0;1350.0;1583.0;1
1.0;1.0;36.0;24.0;0.0;1.0;0.0;59.0;135.0;0.0;0.0;650.0;1136.0;1
23.0;1.0;60.0;51.0;0.0;2.0;0.0;45.0;110.0;2500.0;0.0;800.0;1343.0;1
3.0;0.0;48.0;29.0;0.0;1.0;0.0;45.0;145.0;3500.0;0.0;700.0;1104.0;1
4.0;1.0;54.0;38.0;1.0;1.0;0.0;35.0;53.0;0.0;0.0;850.0;1129.0;1
18.0;0.0;42.0;38.0;0.0;1.0;1.0;75.0;229.0;8000.0;0.0;1700.0;1850.0;1
12.0;0.0;60.0;47.0;0.0;2.0;1.0;75.0;285.0;20000.0;0.0;1440.0;1440.0;0
2.0;1.0;12.0;34.0;0.0;1.0;1.0;69.0;240.0;0.0;0.0;500.0;700.0;1
8.0;1.0;60.0;22.0;1.0;1.0;0.0;35.0;86.0;8000.0;0.0;1200.0;1214.0;1
24.0;1.0;60.0;46.0;0.0;1.0;0.0;60.0;165.0;3500.0;1300.0;1400.0;1530.0;0
14.0;0.0;60.0;39.0;0.0;1.0;0.0;105.0;129.0;3500.0;1200.0;750.0;1888.0;1
2.0;1.0;60.0;28.0;0.0;1.0;0.0;60.0;131.0;6000.0;0.0;1250.0;1346.0;1
9.0;1.0;60.0;39.0;0.0;1.0;0.0;57.0;123.0;0.0;0.0;1000.0;1194.0;1
6.0;1.0;48.0;53.0;1.0;2.0;0.0;56.0;208.0;0.0;0.0;1200.0;1479.0;0
23.0;0.0;60.0;49.0;0.0;1.0;0.0;60.0;133.0;2000.0;0.0;1000.0;1755.0;1
3.0;0.0;24.0;46.0;0.0;1.0;1.0;75.0;500.0;14000.0;0.0;500.0;1095.0;1
0.0;1.0;36.0;56.0;0.0;2.0;0.0;35.0;102.0;6000.0;0.0;1000.0;1606.0;1
15.0;0.0;48.0;33.0;0.0;1.0;0.0;75.0;150.0;3000.0;0.0;1000.0;1670.0;1
0.0;1.0;60.0;30.0;0.0;1.0;0.0;75.0;100.0;5000.0;0.0;1350.0;1896.0;1
1.0;1.0;18.0;26.0;1.0;1.0;0.0;46.0;110.0;0.0;0.0;500.0;600.0;1
1.0;0.0;60.0;34.0;0.0;1.0;1.0;60.0;0.0;11000.0;0.0;1400.0;1500.0;1
16.0;1.0;60.0;36.0;1.0;2.0;0.0;47.0;120.0;5500.0;1700.0;1650.0;1852.0;1
2.0;1.0;24.0;37.0;1.0;1.0;0.0;35.0;78.0;0.0;0.0;800.0;1298.0;0
12.0;0.0;60.0;26.0;0.0;1.0;0.0;60.0;187.0;6000.0;1000.0;1100.0;1175.0;1
25.0;0.0;60.0;62.0;0.0;1.0;1.0;60.0;428.0;22000.0;0.0;1900.0;1994.0;1
3.0;1.0;60.0;41.0;0.0;1.0;1.0;51.0;60.0;0.0;0.0;750.0;818.0;1
4.0;0.0;60.0;37.0;0.0;1.0;0.0;75.0;116.0;3000.0;575.0;950.0;950.0;0
2.0;0.0;36.0;32.0;0.0;1.0;0.0;75.0;114.0;5000.0;0.0;1000.0;1853.0;1
4.0;0.0;48.0;32.0;0.0;1.0;0.0;45.0;208.0;6500.0;5000.0;1000.0;1323.0;1
16.0;0.0;60.0;31.0;0.0;1.0;0.0;75.0;123.0;4000.0;0.0;700.0;1698.0;1
0.0;1.0;48.0;28.0;0.0;1.0;1.0;66.0;64.0;0.0;0.0;1100.0;1365.0;0
10.0;0.0;48.0;37.0;0.0;1.0;0.0;75.0;350.0;7000.0;0.0;1000.0;1628.0;1
3.0;1.0;36.0;21.0;1.0;1.0;0.0;35.0;85.0;0.0;0.0;105.0;105.0;0
5.0;1.0;24.0;31.0;0.0;1.0;0.0;84.0;90.0;0.0;0.0;400.0;2230.0;1
16.0;1.0;60.0;36.0;0.0;1.0;0.0;100.0;250.0;0.0;0.0;1250.0;1816.0;1
17.0;0.0;60.0;34.0;0.0;1.0;0.0;75.0;173.0;4000.0;1600.0;933.0;964.0;1
1.0;1.0;36.0;25.0;1.0;1.0;0.0;49.0;135.0;0.0;0.0;600.0;675.0;0
20.0;1.0;60.0;36.0;0.0;1.0;0.0;75.0;210.0;0.0;0.0;1330.0;1330.0;1
7.0;1.0;60.0;47.0;0.0;1.0;0.0;53.0;80.0;0.0;0.0;1350.0;1612.0;1
3.0;1.0;6.0;24.0;1.0;1.0;0.0;35.0;173.0;4800.0;0.0;475.0;1323.0;1
13.0;0.0;60.0;28.0;0.0;1.0;0.0;60.0;130.0;5000.0;1500.0;900.0;1281.0;1
10.0;0.0;36.0;32.0;0.0;1.0;0.0;75.0;112.0;5000.0;3600.0;400.0;830.0;1
2.0;1.0;60.0;35.0;0.0;2.0;0.0;52.0;70.0;0.0;0.0;1000.0;1000.0;0
4.0;1.0;36.0;28.0;1.0;1.0;0.0;35.0;116.0;0.0;0.0;925.0;1350.0;0
3.0;0.0;48.0;26.0;0.0;1.0;0.0;45.0;165.0;4000.0;600.0;950.0;1490.0;1
13.0;0.0;36.0;60.0;0.0;1.0;1.0;60.0;116.0;4000.0;0.0;1000.0;1100.0;1
2.0;0.0;24.0;57.0;0.0;1.0;1.0;45.0;25.0;2500.0;0.0;400.0;1034.0;1
2.0;1.0;36.0;34.0;1.0;1.0;0.0;35.0;130.0;4000.0;0.0;500.0;550.0;1
2.0;1.0;60.0;57.0;0.0;1.0;1.0;50.0;52.0;1800.0;0.0;800.0;866.0;0
0.0;1.0;24.0;46.0;1.0;2.0;0.0;35.0;78.0;0.0;0.0;550.0;550.0;0
1.0;0.0;60.0;28.0;0.0;1.0;1.0;45.0;148.0;4500.0;0.0;1300.0;1695.0;1
0.0;0.0;60.0;44.0;0.0;1.0;1.0;60.0;0.0;25000.0;0.0;850.0;972.0;0
12.0;1.0;36.0;35.0;0.0;2.0;1.0;82.0;74.0;8000.0;0.0;475.0;550.0;1
1.0;1.0;60.0;21.0;1.0;1.0;0.0;49.0;138.0;0.0;0.0;950.0;984.0;1
0.0;0.0;36.0;45.0;0.0;2.0;1.0;90.0;155.0;5000.0;0.0;300.0;1012.0;0
5.0;1.0;48.0;31.0;0.0;1.0;0.0;70.0;247.0;0.0;0.0;900.0;1039.0;1
1.0;1.0;48.0;27.0;1.0;1.0;1.0;35.0;85.0;0.0;0.0;650.0;650.0;1
0.0;0.0;12.0;59.0;0.0;1.0;1.0;45.0;42.0;4000.0;0.0;400.0;790.0;1
17.0;1.0;60.0;55.0;0.0;1.0;0.0;60.0;157.0;8000.0;0.0;1600.0;1600.0;1
4.0;0.0;60.0;36.0;0.0;2.0;0.0;75.0;236.0;3750.0;2000.0;1500.0;1615.0;1
15.0;1.0;60.0;41.0;0.0;1.0;0.0;74.0;137.0;0.0;0.0;1000.0;1450.0;1
28.0;0.0;36.0;51.0;0.0;1.0;1.0;60.0;152.0;10000.0;0.0;500.0;635.0;1
1.0;1.0;60.0;35.0;0.0;1.0;1.0;35.0;0.0;3000.0;0.0;1400.0;1411.0;0
3.0;1.0;60.0;33.0;1.0;1.0;0.0;35.0;167.0;10000.0;0.0;2000.0;2250.0;1
0.0;1.0;48.0;39.0;0.0;2.0;0.0;153.0;330.0;0.0;0.0;1000.0;1260.0;0
7.0;1.0;60.0;34.0;1.0;1.0;0.0;60.0;250.0;9200.0;0.0;1500.0;1594.0;1
1.0;1.0;36.0;22.0;1.0;1.0;0.0;35.0;80.0;8000.0;0.0;490.0;690.0;0
4.0;0.0;36.0;25.0;1.0;1.0;0.0;35.0;200.0;5000.0;0.0;900.0;1139.0;1
35.0;0.0;48.0;55.0;0.0;1.0;1.0;60.0;84.0;13000.0;0.0;1390.0;1390.0;1
19.0;0.0;60.0;33.0;0.0;1.0;0.0;75.0;200.0;10000.0;1620.0;1000.0;1671.0;1
6.0;0.0;60.0;28.0;0.0;1.0;0.0;60.0;187.0;5000.0;0.0;1500.0;2180.0;1
1.0;0.0;60.0;24.0;1.0;1.0;0.0;35.0;70.0;4000.0;0.0;1200.0;1505.0;1
12.0;0.0;60.0;38.0;0.0;1.0;0.0;75.0;120.0;5000.0;0.0;1100.0;1172.0;1
0.0;0.0;60.0;30.0;0.0;1.0;0.0;45.0;80.0;2000.0;200.0;1000.0;1331.0;1
15.0;1.0;24.0;47.0;0.0;2.0;1.0;79.0;41.0;7000.0;0.0;1200.0;2257.0;0
3.0;1.0;60.0;31.0;0.0;2.0;0.0;81.0;57.0;0.0;0.0;1400.0;1475.0;0
5.0;1.0;36.0;26.0;1.0;1.0;1.0;35.0;0.0;5000.0;3000.0;1200.0;2140.0;0
0.0;1.0;48.0;21.0;1.0;1.0;0.0;35.0;70.0;0.0;0.0;1250.0;1365.0;1
0.0;1.0;48.0;27.0;0.0;1.0;1.0;70.0;250.0;0.0;0.0;860.0;970.0;0
5.0;0.0;60.0;65.0;0.0;1.0;1.0;45.0;222.0;12000.0;0.0;600.0;1264.0;1
10.0;0.0;48.0;41.0;1.0;1.0;0.0;35.0;175.0;3000.0;0.0;750.0;1128.0;1
3.0;1.0;36.0;25.0;1.0;1.0;0.0;49.0;138.0;0.0;0.0;900.0;1717.0;1
4.0;1.0;36.0;27.0;0.0;1.0;0.0;45.0;72.0;0.0;0.0;350.0;1426.0;1
0.0;0.0;60.0;62.0;0.0;2.0;1.0;90.0;136.0;2650.0;0.0;600.0;790.0;0
10.0;0.0;60.0;42.0;0.0;1.0;1.0;90.0;40.0;5000.0;1600.0;2000.0;2550.0;0
2.0;1.0;60.0;25.0;1.0;1.0;1.0;45.0;130.0;8500.0;0.0;1100.0;1380.0;1
1.0;1.0;60.0;34.0;0.0;1.0;0.0;75.0;190.0;0.0;0.0;700.0;719.0;0
2.0;0.0;60.0;24.0;0.0;1.0;0.0;60.0;243.0;2500.0;1980.0;1250.0;1451.0;1
2.0;1.0;60.0;26.0;0.0;2.0;0.0;70.0;98.0;0.0;0.0;1100.0;1240.0;1
0.0;1.0;24.0;21.0;1.0;2.0;1.0;35.0;126.0;0.0;0.0;1150.0;1586.0;0
10.0;0.0;48.0;35.0;0.0;1.0;1.0;75.0;55.0;4000.0;0.0;1500.0;1786.0;0
1.0;0.0;60.0;49.0;0.0;1.0;1.0;105.0;88.0;2000.0;0.0;850.0;1149.0;0
1.0;0.0;60.0;35.0;1.0;1.0;1.0;35.0;181.0;4500.0;0.0;1600.0;1912.0;0
14.0;1.0;60.0;33.0;0.0;2.0;0.0;90.0;77.0;3400.0;0.0;1500.0;1813.0;0
4.0;1.0;36.0;27.0;1.0;2.0;0.0;35.0;110.0;0.0;0.0;300.0;550.0;0
17.0;0.0;60.0;35.0;0.0;1.0;0.0;60.0;125.0;4000.0;0.0;1080.0;1428.0;1
4.0;0.0;60.0;27.0;0.0;1.0;1.0;60.0;225.0;14500.0;1200.0;700.0;2273.0;1
2.0;1.0;36.0;35.0;1.0;1.0;0.0;42.0;74.0;0.0;0.0;950.0;1000.0;1
11.0;0.0;18.0;37.0;0.0;1.0;0.0;45.0;115.0;20000.0;0.0;600.0;1200.0;1
1.0;1.0;48.0;64.0;0.0;1.0;1.0;74.0;137.0;3500.0;0.0;600.0;927.0;1
14.0;0.0;36.0;34.0;1.0;1.0;0.0;45.0;202.0;6500.0;0.0;350.0;800.0;1
2.0;0.0;48.0;37.0;0.0;1.0;0.0;75.0;135.0;18000.0;0.0;1000.0;1062.0;1
5.0;0.0;48.0;43.0;0.0;1.0;1.0;45.0;145.0;5000.0;0.0;680.0;1350.0;1
6.0;1.0;36.0;49.0;0.0;1.0;1.0;65.0;54.0;0.0;0.0;450.0;615.0;0
11.0;0.0;12.0;51.0;0.0;1.0;1.0;45.0;80.0;6000.0;0.0;1000.0;1931.0;1
9.0;0.0;36.0;24.0;0.0;1.0;0.0;45.0;140.0;9000.0;0.0;1000.0;1100.0;1
1.0;1.0;60.0;22.0;1.0;1.0;0.0;35.0;90.0;0.0;0.0;1250.0;1590.0;1
0.0;1.0;36.0;30.0;1.0;1.0;1.0;45.0;32.0;0.0;0.0;650.0;750.0;0
1.0;0.0;24.0;33.0;0.0;1.0;0.0;45.0;130.0;3000.0;0.0;800.0;1465.0;1
17.0;0.0;24.0;50.0;0.0;1.0;1.0;60.0;285.0;22000.0;700.0;500.0;1321.0;1
0.0;1.0;36.0;19.0;1.0;1.0;1.0;35.0;75.0;0.0;0.0;1450.0;1473.0;1
5.0;0.0;36.0;26.0;0.0;2.0;1.0;45.0;150.0;7000.0;0.0;1500.0;2588.0;1
12.0;0.0;60.0;28.0;1.0;2.0;0.0;35.0;172.0;3000.0;2000.0;950.0;1184.0;1
1.0;1.0;36.0;23.0;0.0;1.0;1.0;75.0;300.0;0.0;0.0;400.0;700.0;0
3.0;1.0;60.0;26.0;1.0;2.0;0.0;35.0;73.0;0.0;0.0;650.0;1200.0;1
20.0;0.0;60.0;51.0;0.0;1.0;0.0;60.0;165.0;3500.0;0.0;500.0;625.0;1
3.0;0.0;36.0;38.0;0.0;1.0;1.0;90.0;300.0;3000.0;0.0;1200.0;1881.0;0
14.0;1.0;60.0;30.0;0.0;2.0;0.0;67.0;217.0;0.0;0.0;1800.0;1807.0;1
0.0;1.0;60.0;41.0;0.0;2.0;0.0;105.0;0.0;0.0;0.0;1000.0;2750.0;0
3.0;1.0;60.0;29.0;0.0;1.0;0.0;60.0;90.0;2000.0;0.0;1650.0;1800.0;1
4.0;1.0;36.0;28.0;0.0;1.0;0.0;45.0;100.0;0.0;0.0;1000.0;2343.0;1
0.0;0.0;48.0;38.0;0.0;1.0;0.0;75.0;217.0;3500.0;0.0;1400.0;1689.0;1
7.0;0.0;48.0;29.0;0.0;1.0;0.0;60.0;62.0;4000.0;0.0;984.0;984.0;0
4.0;1.0;6.0;28.0;0.0;1.0;0.0;66.0;60.0;0.0;0.0;200.0;1566.0;1
16.0;0.0;60.0;32.0;0.0;1.0;0.0;60.0;117.0;1100.0;80.0;1400.0;1833.0;1
2.0;1.0;48.0;22.0;1.0;1.0;0.0;42.0;73.0;0.0;0.0;940.0;1127.0;0
2.0;1.0;48.0;30.0;1.0;1.0;0.0;35.0;86.0;0.0;0.0;900.0;1127.0;0
11.0;0.0;48.0;30.0;0.0;1.0;0.0;75.0;67.0;3000.0;2040.0;1000.0;1093.0;0
30.0;0.0;36.0;53.0;0.0;1.0;0.0;75.0;165.0;5000.0;0.0;900.0;900.0;1
2.0;1.0;60.0;28.0;0.0;2.0;0.0;75.0;166.0;6000.0;0.0;1500.0;1599.0;0
5.0;1.0;48.0;22.0;1.0;1.0;0.0;35.0;82.0;0.0;0.0;480.0;1910.0;0
1.0;1.0;36.0;24.0;0.0;1.0;1.0;44.0;90.0;0.0;0.0;1050.0;1493.0;0
1.0;1.0;60.0;52.0;1.0;2.0;0.0;68.0;327.0;0.0;0.0;700.0;819.0;0
8.0;0.0;60.0;34.0;0.0;1.0;0.0;75.0;145.0;3000.0;1800.0;1500.0;1703.0;1
20.0;1.0;36.0;39.0;0.0;1.0;1.0;95.0;202.0;0.0;0.0;600.0;1461.0;1
4.0;0.0;60.0;30.0;0.0;1.0;1.0;45.0;150.0;4000.0;2800.0;1400.0;1763.0;1
5.0;1.0;36.0;46.0;0.0;1.0;0.0;82.0;223.0;0.0;0.0;450.0;650.0;1
3.0;1.0;36.0;52.0;0.0;2.0;0.0;60.0;325.0;0.0;0.0;400.0;1700.0;1
10.0;0.0;60.0;52.0;0.0;1.0;0.0;60.0;143.0;5500.0;0.0;1300.0;1661.0;1
10.0;1.0;60.0;36.0;0.0;1.0;0.0;85.0;100.0;0.0;0.0;850.0;1150.0;1
11.0;0.0;12.0;25.0;0.0;1.0;0.0;45.0;124.0;2500.0;1000.0;800.0;1602.0;1
22.0;1.0;48.0;46.0;0.0;1.0;0.0;86.0;110.0;0.0;0.0;1150.0;1528.0;1
0.0;1.0;48.0;45.0;0.0;1.0;1.0;75.0;120.0;0.0;0.0;900.0;964.0;0
25.0;0.0;60.0;53.0;0.0;1.0;0.0;60.0;107.0;4000.0;0.0;800.0;932.0;1
2.0;1.0;60.0;22.0;1.0;1.0;0.0;35.0;83.0;0.0;0.0;1400.0;1430.0;0
0.0;1.0;36.0;50.0;0.0;1.0;1.0;60.0;162.0;20000.0;0.0;1000.0;1615.0;1
0.0;0.0;48.0;52.0;0.0;2.0;1.0;90.0;245.0;3850.0;2432.0;1520.0;1670.0;0
12.0;1.0;60.0;47.0;0.0;1.0;0.0;60.0;243.0;8500.0;0.0;1850.0;1890.0;1
4.0;1.0;60.0;27.0;1.0;1.0;0.0;43.0;76.0;0.0;0.0;650.0;1070.0;1
12.0;0.0;18.0;35.0;0.0;1.0;0.0;60.0;400.0;6000.0;0.0;200.0;2225.0;1
0.0;1.0;48.0;21.0;1.0;1.0;1.0;35.0;106.0;5000.0;0.0;500.0;1131.0;1
22.0;0.0;36.0;44.0;0.0;1.0;0.0;75.0;120.0;7000.0;0.0;650.0;1852.0;1
3.0;1.0;60.0;32.0;1.0;1.0;0.0;35.0;122.0;0.0;0.0;2000.0;2050.0;0
1.0;1.0;36.0;34.0;1.0;1.0;0.0;43.0;80.0;0.0;0.0;700.0;700.0;1
14.0;1.0;60.0;36.0;0.0;1.0;0.0;60.0;120.0;4000.0;1500.0;1500.0;1540.0;1
10.0;1.0;48.0;36.0;0.0;1.0;0.0;80.0;200.0;0.0;0.0;978.0;1338.0;1
13.0;1.0;60.0;36.0;0.0;1.0;0.0;79.0;191.0;4000.0;700.0;1000.0;1209.0;1
1.0;1.0;60.0;24.0;0.0;1.0;0.0;52.0;67.0;0.0;0.0;800.0;1137.0;1
3.0;0.0;36.0;26.0;1.0;1.0;1.0;35.0;0.0;60000.0;3000.0;800.0;1000.0;0
5.0;1.0;12.0;35.0;0.0;2.0;1.0;96.0;210.0;0.0;0.0;300.0;700.0;1
4.0;0.0;60.0;42.0;1.0;1.0;0.0;35.0;110.0;2500.0;0.0;1090.0;1565.0;1
3.0;1.0;60.0;55.0;0.0;1.0;0.0;45.0;45.0;0.0;0.0;600.0;864.0;1
19.0;0.0;60.0;49.0;0.0;1.0;0.0;135.0;150.0;3500.0;0.0;1100.0;1477.0;1
4.0;1.0;60.0;38.0;1.0;1.0;0.0;35.0;100.0;0.0;0.0;1300.0;1500.0;0
9.0;0.0;60.0;32.0;0.0;1.0;0.0;75.0;345.0;6000.0;3300.0;700.0;994.0;1
7.0;0.0;60.0;36.0;0.0;1.0;0.0;60.0;122.0;3000.0;0.0;750.0;850.0;1
26.0;0.0;60.0;55.0;0.0;1.0;0.0;60.0;110.0;10000.0;0.0;1500.0;1527.0;1
2.0;1.0;60.0;30.0;0.0;2.0;1.0;54.0;90.0;2000.0;0.0;1500.0;1500.0;0
11.0;0.0;48.0;29.0;0.0;1.0;0.0;75.0;76.0;15000.0;0.0;300.0;1336.0;1
4.0;1.0;36.0;48.0;0.0;1.0;1.0;94.0;340.0;1000.0;0.0;525.0;525.0;1
2.0;0.0;60.0;29.0;0.0;2.0;0.0;60.0;185.0;6300.0;2300.0;2000.0;2675.0;0
5.0;0.0;60.0;42.0;0.0;1.0;0.0;75.0;101.0;3500.0;0.0;1090.0;1190.0;1
3.0;0.0;24.0;32.0;0.0;1.0;0.0;60.0;196.0;5000.0;300.0;800.0;1606.0;1
